ability,apiName,cost,icon,name,stats,traits
"{'desc': 'Garen brings his sword down on the largest group of nearby enemies, dealing <scaleAD>@TotalDamage@</scaleAD> physical damage (@ADRatio*100@% of Attack Damage %i:scaleAD% + @ModifiedAPDamage@) to enemies within @HexRadius@ hexes and stunning them for @StunDuration@ seconds.', 'icon': 'ASSETS/Characters/TFT8_Garen/HUD/Icons2D/TFT8_Garen_R.TFT_Set8_Stage2.dds', 'name': 'Mecha Justice', 'variables': [{'name': 'HexRadius', 'value': [0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]}, {'name': 'ExplosionDelay', 'value': None}, {'name': 'StunDuration', 'value': [0.0, 1.75, 2.0, 6.0, 0.0, 0.0, 0.0]}, {'name': 'ADRatio', 'value': [0.0, 1.600000023841858, 1.600000023841858, 3.5, 0.0, 0.0, 0.0]}, {'name': 'BaseDamage', 'value': [0.0, 60.0, 90.0, 200.0, 0.0, 0.0, 0.0]}]}",TFT8_Garen,4,ASSETS/UX/TFT/ChampionSplashes/TFT8_Garen.TFT_Set8_Stage2.dds,Garen,"{'armor': 60.0, 'attackSpeed': 0.6000000238418579, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 80.0, 'hp': 1000.0, 'initialMana': 100.0, 'magicResist': 60.0, 'mana': 200.0, 'range': 1.0}","['Mecha:PRIME', 'Defender']"
"{'desc': ""PASSIVE: Jhin's Attack Speed is always @AttackSpeed@. He converts @ADFromAttackSpeed*100@% of bonus Attack Speed into Attack Damage and replaces every 4th attack with an Ability cast.<br><br>ACTIVE: Fire a bullet towards the lowest health enemy, dealing <scaleAD>@TotalDamage@</scaleAD> physical damage (@ADPercent*100%@% Attack Damage %i:scaleAD%) to all enemies in a line, increased up to <scaleAP>@ModifiedBonusDamage@</scaleAP> based on their missing Health. The bullet's damage is reduced by @FalloffPercent*100@% each time it hits an enemy."", 'icon': 'ASSETS/Characters/TFT8_Jhin/HUD/Icons2D/TFT8_Jhin_W.TFT_Set8_Stage2.dds', 'name': 'Otherworldy Flourish', 'variables': [{'name': 'AttackSpeed', 'value': [0.0, 0.800000011920929, 0.800000011920929, 1.0, 160.0, 200.0, 240.0]}, {'name': 'ADFromAttackSpeed', 'value': [0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929]}, {'name': 'BonusDamage', 'value': [0.3400000035762787, 0.3400000035762787, 0.3400000035762787, 0.3400000035762787, 0.3400000035762787, 0.3400000035762787, 0.3400000035762787]}, {'name': 'FalloffPercent', 'value': [0.4399999976158142, 0.4399999976158142, 0.4399999976158142, 0.4399999976158142, 0.4399999976158142, 0.4399999976158142, 0.4399999976158142]}, {'name': 'ADPercent', 'value': [0.0, 2.440000057220459, 2.440000057220459, 5.440000057220459, 0.0, 0.0, 0.0]}]}",TFT8_Jhin,4,ASSETS/UX/TFT/ChampionSplashes/TFT8_Jhin.TFT_Set8_Stage2.dds,Jhin,"{'armor': 44.0, 'attackSpeed': 0.800000011920929, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 70.0, 'hp': 744.0, 'initialMana': 0, 'magicResist': 44.0, 'mana': 4.0, 'range': 10.0}","['Riftwalker', 'Renegade']"
"{'desc': ""PASSIVE: Lucian's attacks deal @BonusDamagePerAttack@ bonus magic damage.<br><br>ACTIVE: Lucian fires @NumShots@ shots in his target's direction. Each shot deals @DamagePerShot@ magic damage to the first target hit."", 'icon': 'ASSETS/Characters/TFT8_Lucian/HUD/Icons2D/TFT8_Lucian_W_buff.TFT_Set8_Stage2.dds', 'name': 'Chrono-Barrage', 'variables': [{'name': 'BaseDamagePerShot', 'value': [0.0, 50.0, 75.0, 115.0, 0.0, 0.0, 0.0]}, {'name': 'SpellTime', 'value': [0.0, 0.5099999904632568, 0.5099999904632568, 0.5099999904632568, 0.5099999904632568, 0.5099999904632568, 0.5099999904632568]}, {'name': 'NumShots', 'value': [0.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]}, {'name': 'BaseMagicOnAttacks', 'value': [0.0, 20.0, 30.0, 45.0, 0.0, 0.0, 0.0]}]}",TFT8_Lucian,1,ASSETS/UX/TFT/ChampionSplashes/TFT8_Lucian.TFT_Set8_Stage2.dds,Lucian,"{'armor': 15.0, 'attackSpeed': 0.699999988079071, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 20.0, 'hp': 500.0, 'initialMana': 0, 'magicResist': 15.0, 'mana': 40.0, 'range': 4.0}","['InfiniTeam', 'Quickdraw', 'Renegade']"
"{'desc': 'Ezreal shatters the timestream, calling in @DuplicateCount@ temporal duplicates of himself that each fire a blast of energy towards the largest group of enemies. Enemies hit by a blast take <scaleAD>@TotalDamage@</scaleAD> physical damage (@ADRatio*100@% of Attack Damage %i:scaleAD% + @ModifiedAPDamage@).', 'icon': 'ASSETS/Characters/TFT8_EzrealFuture/HUD/Icons2D/TFT8_EzrealFuture_ArcaneShift.TFT_Set8_Stage2.dds', 'name': 'Alternate Ezrealities', 'variables': [{'name': 'DuplicateCount', 'value': [0.0, 5.0, 5.0, 25.0, 0.0, 0.0, 0.0]}, {'name': 'ADRatio', 'value': [0.0, 1.3300000429153442, 1.3300000429153442, 2.7699999809265137, 0.0, 0.0, 0.0]}, {'name': 'BaseDamage', 'value': [0.0, 15.0, 25.0, 177.0, 0.0, 0.0, 0.0]}]}",TFT8_EzrealFuture,5,ASSETS/UX/TFT/ChampionSplashes/TFT8_EzrealFuture.TFT_Set8_Stage2.dds,Ultimate Ezreal,"{'armor': 40.0, 'attackSpeed': 0.8999999761581421, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 60.0, 'hp': 800.0, 'initialMana': 50.0, 'magicResist': 40.0, 'mana': 150.0, 'range': 4.0}","['InfiniTeam', 'Parallel', 'Sureshot']"
"{'desc': 'Sivir throws her blade at her target, dealing <scaleAD>@TotalDamage@</scaleAD> physical damage (@ADPercent*100@% Attack Damage %i:scaleAD% + @ModifiedBonusDamage@). Her blade then splits, hitting the @Enemies@ nearest enemies for <scaleAD>@MiniBladeDamage@</scaleAD> physical damage (@MiniBladeADPercent*100@% Attack Damage %i:scaleAD%).', 'icon': 'ASSETS/Characters/TFT8b_Sivir/HUD/Icons2D/TFT8b_Sivir_Q.TFT_Set8_Stage2.dds', 'name': 'Piece of Time', 'variables': [{'name': 'Enemies', 'value': [3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]}, {'name': 'ADPercent', 'value': [4.0, 1.7000000476837158, 1.7000000476837158, 1.7999999523162842, 4.0, 4.0, 4.0]}, {'name': 'BonusDamage', 'value': [0.0, 20.0, 30.0, 50.0, 0.0, 0.0, 0.0]}, {'name': 'MiniBladeADPercent', 'value': [1.2000000476837158, 1.2000000476837158, 1.2000000476837158, 1.2000000476837158, 1.2000000476837158, 1.2000000476837158, 1.2000000476837158]}]}",TFT8b_Sivir,2,ASSETS/UX/TFT/ChampionSplashes/TFT8b_Sivir.TFT_Set8_Stage2.dds,Sivir,"{'armor': 20.0, 'attackSpeed': 0.75, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 60.0, 'hp': 550.0, 'initialMana': 0, 'magicResist': 20.0, 'mana': 50.0, 'range': 4.0}","['InfiniTeam', 'Sureshot']"
"{'desc': 'PASSIVE: Warwick gains @ModifiedOmnivamp@ Omnivamp. Upon his first takedown, he enters KILL MODE 2.0, granting himself @AttackSpeedGain*100@% Attack Speed and causing him to leap to new targets for the rest of combat.<br><br>ACTIVE: Warwick attacks his target 6 times, dealing a total of <scaleAD>@TotalDamage@</scaleAD> physical damage. (@ADPercent*100@% Attack Damage). If his target dies he gains @ManaRefund@ mana for each remaining slash.<br>', 'icon': 'ASSETS/Characters/TFT8_Warwick/HUD/Icons2D/TFT8_WarwickR.TFT_Set8_Stage2.dds', 'name': 'hack&SLASH', 'variables': [{'name': 'Omnivamp', 'value': [0.019999999552965164, 0.20000000298023224, 0.20000000298023224, 0.5, 0.019999999552965164, 0.019999999552965164, 0.019999999552965164]}, {'name': 'Duration', 'value': [6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]}, {'name': 'ADPercent', 'value': [1.5, 4.599999904632568, 4.800000190734863, 12.0, 1.5, 1.5, 1.5]}, {'name': 'AttackSpeedGain', 'value': [0.6000000238418579, 0.6000000238418579, 0.6000000238418579, 0.6000000238418579, 0.6000000238418579, 0.6000000238418579, 0.6000000238418579]}, {'name': 'ManaRefund', 'value': [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]}]}",TFT8_Warwick,4,ASSETS/UX/TFT/ChampionSplashes/TFT8_Warwick.TFT_Set8_Stage2.dds,Warwick,"{'armor': 50.0, 'attackSpeed': 0.949999988079071, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 70.0, 'hp': 950.0, 'initialMana': 40.0, 'magicResist': 50.0, 'mana': 90.0, 'range': 1.0}","['A.D.M.I.N.', 'LaserCorps', 'Brawler']"
"{'desc': 'Shen tethers himself to the ally who has done the most damage this round and reduces all damage he takes by @ModifiedDR@ for @Duration@ seconds. While the tether is active, his ally is invunerable and any damage they would take is redirected to Shen instead. ', 'icon': 'ASSETS/Characters/TFT8_Shen/HUD/Icons2D/TFT8_Shen_R.TFT_Set8_Stage2.dds', 'name': 'Stand United', 'variables': [{'name': 'Duration', 'value': [3.5, 3.5, 4.0, 5.0, 3.5, 3.5, 3.5]}, {'name': 'DRReductionPercent', 'value': [0.0, 0.44999998807907104, 0.5, 0.550000011920929, 0.0, 0.0, 0.0]}]}",TFT8_Shen,3,ASSETS/UX/TFT/ChampionSplashes/TFT8_Shen.TFT_Set8_Stage2.dds,Shen,"{'armor': 50.0, 'attackSpeed': 0.550000011920929, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 60.0, 'hp': 750.0, 'initialMana': 50.0, 'magicResist': 50.0, 'mana': 100, 'range': 1.0}","['InfiniTeam', 'Defender', 'Hacker']"
"{'desc': 'Twisted Fate draws @StartingCards@ cards and begins drawing another card after every auto attack. After @Duration@ seconds, Twisted Fate throws all of his drawn cards, each dealing @ModifiedBlueCardDamage@ magic damage. The final card thrown is a red card that deals @ModifiedAOEDamage@ magic damage to nearby enemies.', 'icon': 'ASSETS/Characters/TFT8_TwistedFate/HUD/Icons2D/CardMaster_FatesGambit.TFT_Set8_Stage2.dds', 'name': ""It's Time to Duel!"", 'variables': [{'name': 'Duration', 'value': [2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5]}, {'name': 'BlueCardDamage', 'value': [0.0, 60.0, 95.0, 350.0, 0.0, 0.0, 0.0]}, {'name': 'AOEDamage', 'value': [0.0, 200.0, 300.0, 900.0, 0.0, 0.0, 0.0]}, {'name': 'StartingCards', 'value': [3.0, 6.0, 6.0, 12.0, 3.0, 3.0, 3.0]}, {'name': 'CardsPerAttack', 'value': [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]}, {'name': 'TimeToThrowAllCards', 'value': [1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5]}, {'name': 'CardsToSimulateAttack', 'value': [2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]}]}",TFT8_TwistedFate,4,ASSETS/UX/TFT/ChampionSplashes/TFT8_TwistedFate.TFT_Set8_Stage2.dds,Twisted Fate,"{'armor': 30.0, 'attackSpeed': 0.800000011920929, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 45.0, 'hp': 750.0, 'initialMana': 0, 'magicResist': 30.0, 'mana': 30.0, 'range': 4.0}","['InfiniTeam', 'Duelist', 'Spellslinger']"
"{'desc': ""Neeko's frog hops @NumTimes@ times from enemy to enemy, dealing @ModifiedDamage@ magic damage in a small area each time. The final hop is empowered and deals @ModifiedBonusDamage@ damage in a large area instead."", 'icon': 'ASSETS/Characters/TFT8_Neeko/HUD/Icons2D/TFT8_NeekoSpell.TFT_Set8_Stage2.dds', 'name': 'Hop Blossoms', 'variables': [{'name': 'NumTimes', 'value': [3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]}, {'name': 'Damage', 'value': [0.0, 75.0, 110.0, 200.0, 0.0, 0.0, 0.0]}, {'name': 'BonusDamage', 'value': [1.0, 145.0, 220.0, 600.0, 1.0, 1.0, 1.0]}]}",TFT8_Neeko,4,ASSETS/UX/TFT/ChampionSplashes/TFT8_Neeko.TFT_Set8_Stage2.dds,Neeko,"{'armor': 30.0, 'attackSpeed': 0.75, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 45.0, 'hp': 750.0, 'initialMana': 0, 'magicResist': 30.0, 'mana': 80.0, 'range': 4.0}","['Star Guardian', 'Spellslinger']"
"{'desc': 'Vex launches a blast of gloom at her current target, dealing @ModifiedDamage@ magic damage. Every third cast, her gloom becomes unstoppable, passing through enemies and dealing @ModifiedBurstDamage@ magic damage to each enemy hit.', 'icon': 'ASSETS/Characters/TFT8_Vex/HUD/Icons2D/Icons_TFT8_Vex_Q01.TFT_Set8_Stage2.dds', 'name': 'Shadow Surge', 'variables': [{'name': 'Damage', 'value': [0.0, 240.0, 360.0, 600.0, 0.0, 0.0, 0.0]}, {'name': 'BurstDamage', 'value': [0.0, 240.0, 360.0, 600.0, 0.0, 0.0, 0.0]}]}",TFT8_Vex,3,ASSETS/UX/TFT/ChampionSplashes/TFT8_Vex.TFT_Set8_Stage2.dds,Vex,"{'armor': 25.0, 'attackSpeed': 0.75, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 40.0, 'hp': 650.0, 'initialMana': 0, 'magicResist': 25.0, 'mana': 40.0, 'range': 4.0}","['Riftwalker', 'Mascot']"
"{'desc': ""Pyke stabs his current target for @ModifiedStabDamage@ true damage and dashes behind the furthest enemy. After @StunDelay@ second, all enemies in the path of Pyke's dash are stunned for @StunDuration@ seconds and take @ModifiedDamage@ magic damage."", 'icon': 'ASSETS/Characters/TFT8_Pyke/HUD/Icons2D/TFT8_PykeE.TFT_Set8_Stage2.dds', 'name': 'Phantom Undertow', 'variables': [{'name': 'Damage', 'value': [25.0, 70.0, 105.0, 165.0, 325.0, 400.0, 475.0]}, {'name': 'StunDuration', 'value': [1.0, 1.25, 1.5, 1.75, 3.0, 3.5, 4.0]}, {'name': 'StunDelay', 'value': [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]}, {'name': 'StabDamage', 'value': [0.0, 140.0, 210.0, 325.0, 0.0, 0.0, 0.0]}]}",TFT8_Pyke,2,ASSETS/UX/TFT/ChampionSplashes/TFT8_Pyke.TFT_Set8_Stage2.dds,Pyke,"{'armor': 35.0, 'attackSpeed': 0.75, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 50.0, 'hp': 700.0, 'initialMana': 60.0, 'magicResist': 35.0, 'mana': 120.0, 'range': 1.0}","['Riftwalker', 'Hacker']"
"{'desc': 'PASSIVE: When Morgana deals damage to an enemy, she @ShredPercent*100@% <TFTKeyword>Sunders</TFTKeyword> and <TFTKeyword>Shreds</TFTKeyword> them for @ShredDuration@ seconds.<br><br>ACTIVE: Morgana sends out dark bindings towards the @NumUnitsTargeted@ closest enemies, dealing @TotalDamage@ magic damage and stunning them for @StunDuration@ seconds.<br><br><tftitemrules><tftbold>Shred</tftbold>: reduce Magic Resist</tftitemrules><br><tftitemrules><tftbold>Sunder</tftbold>: reduce Armor</tftitemrules>', 'icon': 'ASSETS/Characters/TFT8_Morgana/HUD/Icons2D/FallenAngel_DarkBinding.TFT_Set8_Stage2.dds', 'name': 'Dark Binding', 'variables': [{'name': 'NumUnitsTargeted', 'value': [2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]}, {'name': 'StunDuration', 'value': [1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5]}, {'name': 'ShredDuration', 'value': [4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]}, {'name': 'Damage', 'value': [50.0, 200.0, 300.0, 495.0, 250.0, 300.0, 350.0]}, {'name': 'ShredPercent', 'value': [0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645]}]}",TFT8_Morgana,3,ASSETS/UX/TFT/ChampionSplashes/TFT8_Morgana.TFT_Set8_Stage2.dds,Morgana,"{'armor': 30.0, 'attackSpeed': 0.75, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 50.0, 'hp': 850.0, 'initialMana': 50.0, 'magicResist': 30.0, 'mana': 100, 'range': 4.0}",['Threat']
"{'desc': 'Aatrox sucks the soul of nearby enemies dealing @ModifiedSoulDamage@ magic damage and gaining @MaxHPIncrease@ maximum Health (@PercentMaxHealth*100@% of his max HP %i:scaleHealth%). He then unleashes his demonic form for the rest of combat, replacing his spell with The Darkin Blade.<br><br>The Darkin Blade: Aatrox leaps up and slams his greatsword down on his target, dealing @ModifiedDamage@ magic damage to all enemies hit and healing himself for @ModifiedHealing@ Health.', 'icon': 'ASSETS/Characters/TFT8_Aatrox/HUD/Icons2D/TFT8_Aatrox_R.TFT_Set8_Stage2.dds', 'name': 'Soul Crush', 'variables': [{'name': 'SoulDamage', 'value': [0.0, 200.0, 300.0, 1200.0, 0.0, 0.0, 0.0]}, {'name': 'PercentMaxHealth', 'value': [0.0, 0.30000001192092896, 0.30000001192092896, 0.6600000262260437, 0.0, 0.0, 0.0]}, {'name': 'Healing', 'value': [0.30000001192092896, 300.0, 350.0, 800.0, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896]}, {'name': 'BaseDamage', 'value': [0.0, 200.0, 300.0, 1200.0, 0.0, 0.0, 0.0]}, {'name': 'AoEDamageRadius', 'value': [2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]}]}",TFT8_Aatrox,4,ASSETS/UX/TFT/ChampionSplashes/TFT8_Aatrox.TFT_Set8_Stage2.dds,Aatrox,"{'armor': 60.0, 'attackSpeed': 0.800000011920929, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 60.0, 'hp': 1100.0, 'initialMana': 0, 'magicResist': 60.0, 'mana': 75.0, 'range': 1.0}",['Threat']
"{'desc': 'Gnar slashes in a 2 hex radius around himself, dealing <scaleAD>@ModifiedAoEDamage@</scaleAD> physical damage (@AOEPercentAD*100@% Attack Damage %i:scaleAD% + @ModifiedAPDamage@) to enemies hit. His current target takes @DamageMultiplier*100@% damage (Total: <scaleAD>@ModifiedTargetDamage@</scaleAD>), and the Ability critically strikes them.', 'icon': 'ASSETS/Characters/TFT8_Gnar/HUD/Icons2D/TFT8_GnarBig_R.TFT_Set8_Stage2.dds', 'name': 'Robo-Rage', 'variables': [{'name': 'AoEBaseDamage', 'value': [0.0, 20.0, 30.0, 50.0, 0.0, 0.0, 0.0]}, {'name': 'AoEPercentAD', 'value': [0.0, 1.100000023841858, 1.100000023841858, 1.100000023841858, 0.0, 0.0, 0.0]}, {'name': 'DamageMultiplier', 'value': [0.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]}]}",TFT8_GnarBig,3,ASSETS/UX/TFT/ChampionSplashes/TFT8_GnarBig.TFT_Set8_Stage2.dds,Gnar,"{'armor': 45.0, 'attackSpeed': 0.800000011920929, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 65.0, 'hp': 800.0, 'initialMana': 0, 'magicResist': 45.0, 'mana': 80.0, 'range': 1.0}","['Gadgeteen', 'Prankster']"
"{'desc': ""Bel'Veth dashes around her target and unleashes a flurry of @NumAttacks@ attacks (@ASMult*100@% of her Attacks per second), each dealing <scaleAD>@TotalDamage@</scaleAD> physical damage (@ADMult*100@% Attack Damage %i:scaleAD% + @ModifiedBonusDamage@).<br><br>Each time this is cast, Bel'Veth gains @ASPerCast@% bonus Attack Speed for the rest of combat."", 'icon': 'ASSETS/Characters/Belveth/HUD/Icons2D/Belveth_Passive.Belveth.dds', 'name': 'Endless Banquet', 'variables': [{'name': 'ASMult', 'value': [2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5]}, {'name': 'ADMult', 'value': [35.0, 0.75, 0.75, 2.0, 35.0, 35.0, 35.0]}, {'name': 'BonusDamage', 'value': [0.0, 20.0, 30.0, 150.0, 0.0, 0.0, 0.0]}, {'name': 'DefenseShred', 'value': [0.4000000059604645, 40.0, 50.0, 70.0, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645]}, {'name': 'ShredDuration', 'value': [4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]}, {'name': 'ASPerCast', 'value': [25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0]}, {'name': 'SimulatedLaunchAttackNum', 'value': [2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]}]}",TFT8_BelVeth,4,ASSETS/UX/TFT/ChampionSplashes/TFT8_BelVeth.TFT_Set8.dds,Bel'Veth,"{'armor': 50.0, 'attackSpeed': 0.8999999761581421, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 75.0, 'hp': 1000.0, 'initialMana': 0, 'magicResist': 50.0, 'mana': 40.0, 'range': 2.0}",['Threat']
"{'desc': 'Each turn this dimensionally unstable egg gets closer to hatching, which is definitely not alarming at all.', 'icon': 'ASSETS/Characters/TFT8_CorruptedEgg/HUD/TFT8_CorruptedEgg_Square.TFT_Set8_Stage2.dds', 'name': 'Hatching', 'variables': [{'name': 'EggTurns', 'value': [7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]}]}",TFT8_CorruptedEgg,3,ASSETS/UX/TFT/ChampionSplashes/TFT8_CorruptedEgg.dds,Glitched Egg,"{'armor': 10.0, 'attackSpeed': 1.0, 'critChance': None, 'critMultiplier': 0.0, 'damage': None, 'hp': 10.0, 'initialMana': 0, 'magicResist': 10.0, 'mana': 100, 'range': 0}",[]
"{'desc': None, 'icon': 'ASSETS/Characters/TFT8_Boss_Morgana/HUD/Icons2D/FallenAngel_TormentedSoil.TFT_Set8_Stage2.dds', 'name': None, 'variables': [{'name': 'Duration', 'value': [6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]}, {'name': 'Damage', 'value': [115.0, 115.0, 115.0, 115.0, 115.0, 115.0, 115.0]}, {'name': 'OmnivampPercent', 'value': [0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]}]}",TFT8_Boss_Morgana,11,ASSETS/UX/TFT/ChampionSplashes/TFT8_Morgana.TFT_Set8_Stage2.dds,Nemesis Morgana,"{'armor': 75.0, 'attackSpeed': 0.75, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 130.0, 'hp': 10000.0, 'initialMana': 0, 'magicResist': 75.0, 'mana': 120.0, 'range': 4.0}",[]
